day,precio
2025-04-02,1313.6666666666667
2025-04-03,1295.5
2025-04-06,1349.0
2025-04-07,1262.0
2025-04-09,1450.0
2025-04-17,1323.0
2025-04-30,1323.0
2025-05-01,1244.2423493044823
2025-05-02,1268.0
2025-05-05,1309.0
2025-05-06,1244.0
2025-05-07,1242.4
2025-05-08,1191.0
2025-05-12,1223.0
2025-05-14,1250.0506955177743
2025-05-16,1236.0
2025-05-22,1285.264705882353
2025-05-31,1289.0
2025-06-01,1264.2256680963378
2025-06-02,1262.1538461538462
2025-06-03,1322.0
2025-06-06,1095.0
2025-06-09,1244.0
2025-06-23,1210.0
2025-07-01,1322.8563829787233
2025-07-02,1275.6666666666667
2025-07-08,1353.0
2025-07-11,1310.0
2025-07-18,1335.0
2025-07-19,1251.0
2025-07-20,1360.6601307189542
2025-07-21,1337.8947368421052
2025-07-22,1327.0
2025-07-25,1368.0
2025-07-28,1396.0
2025-07-29,1347.64
2025-07-30,1337.75
2025-07-31,1303.4285714285713
2025-08-01,1368.2
2025-08-02,1369.6
2025-08-03,1368.0
2025-08-04,1345.7222222222222
2025-08-05,1386.0
2025-08-06,1361.9
2025-08-07,1365.842105263158
2025-08-08,1353.0
2025-08-09,1348.6666666666667
2025-08-10,1385.888888888889
2025-08-11,1382.3529411764705
2025-08-12,1364.7
2025-08-13,1396.5555555555557
2025-08-14,1401.7777777777778
2025-08-15,1415.5555555555557
2025-08-16,1369.8333333333333
2025-08-17,1411.0
2025-08-18,1434.4
2025-08-19,1419.2857142857142
2025-08-20,1437.6
2025-08-21,1420.142857142857
2025-08-22,1445.625
2025-08-23,1467.0
2025-08-24,1406.0
2025-08-25,1449.6666666666667
2025-08-26,1458.2727272727273
2025-08-27,1445.75
2025-08-28,1466.6666666666667
2025-08-29,1468.5555555555557
2025-08-30,1482.6666666666667
2025-08-31,1471.375
2025-09-01,1476.6666666666667
